,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,release_date,song_name,song_name_formatted
889,0.489,0.57,1,0.306,0.759,2.1e-06,0.179,0.584,185.516,272573,4,Drake,2011-11-15,Over My Dead Body,['over-my-dead-body']
890,0.566,0.465,2,0.235,0.0555,0.0,0.567,0.177,143.015,224720,4,Drake,2011-11-15,Shot For Me,['shot-for-me']
891,0.636,0.566,6,0.106,0.365,0.000353,0.0917,0.425,151.894,235987,4,Drake,2011-11-15,Headlines,['headlines']
892,0.418,0.546,0,0.238,0.227,0.0,0.229,0.294,160.152,208813,4,Drake,2011-11-15,Crew Love,['crew-love']
893,0.629,0.515,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387,4,Drake,2011-11-15,Take Care,['take-care']
894,0.492,0.26,9,0.0921,0.646,0.00178,0.0705,0.312,111.519,347227,5,Drake,2011-11-15,Marvins Room,['room']
895,0.711,0.543,0,0.112,0.412,0.0,0.505,0.801,102.01,150960,4,Drake,2011-11-15,Buried Alive Interlude,['buried-alive-interlude']
896,0.487,0.712,8,0.27,5.2e-05,0.0,0.198,0.397,156.209,212613,4,Drake,2011-11-15,Under Ground Kings,['under-ground-kings']
897,0.386,0.488,1,0.422,0.00171,0.0,0.64,0.217,193.397,247947,4,Drake,2011-11-15,We'll Be Fine,['be-fine']
898,0.684,0.486,1,0.132,0.00268,0.000148,0.157,0.355,131.913,219893,4,Drake,2011-11-15,Make Me Proud,['make-me-proud']
899,0.417,0.887,5,0.367,0.0786,0.0,0.834,0.303,167.579,307640,4,Drake,2011-11-15,Lord Knows,['lord-knows']
900,0.441,0.403,2,0.147,0.255,1.27e-05,0.13,0.158,139.92,434960,4,Drake,2011-11-15,Cameras / Good Ones Go Interlude - Medley,['cameras-good-ones-go-interlude-medley']
901,0.397,0.172,6,0.0445,0.841,6.78e-05,0.108,0.123,101.275,265120,4,Drake,2011-11-15,Doing It Wrong,['doing-it-wrong']
902,0.567,0.309,8,0.385,0.166,0.0,0.12,0.509,65.041,321080,4,Drake,2011-11-15,The Real Her,['the-real-her']
903,0.495,0.351,3,0.34,0.485,0.0,0.0967,0.271,134.369,301960,4,Drake,2011-11-15,Look What You've Done,['look-what-done']
904,0.444,0.627,7,0.252,0.123,0.0,0.0795,0.359,98.21,206627,3,Drake,2011-11-15,HYFR (Hell Ya Fucking Right),['ya-fucking']
905,0.446,0.239,1,0.0876,0.574,7.76e-05,0.12,0.31,104.675,237733,4,Drake,2011-11-15,Practice,['practice']
906,0.556,0.702,0,0.205,0.517,0.0,0.342,0.793,155.948,351013,4,Drake,2011-11-15,The Ride,['the-ride']
907,0.489,0.57,1,0.306,0.759,2.1e-06,0.179,0.584,185.516,272573,4,Drake,2011-01-01,Over My Dead Body,['over-my-dead-body']
908,0.566,0.465,2,0.235,0.0555,0.0,0.567,0.177,143.015,224720,4,Drake,2011-01-01,Shot For Me,['shot-for-me']
909,0.636,0.566,6,0.106,0.365,0.000353,0.0917,0.425,151.894,235987,4,Drake,2011-01-01,Headlines,['headlines']
910,0.418,0.546,0,0.238,0.227,0.0,0.229,0.294,160.152,208813,4,Drake,2011-01-01,Crew Love,['crew-love']
911,0.629,0.515,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387,4,Drake,2011-01-01,Take Care,['take-care']
912,0.492,0.26,9,0.0921,0.646,0.00178,0.0705,0.312,111.519,347227,5,Drake,2011-01-01,Marvins Room,['room']
913,0.711,0.543,0,0.112,0.412,0.0,0.505,0.801,102.01,150960,4,Drake,2011-01-01,Buried Alive Interlude,['buried-alive-interlude']
914,0.487,0.712,8,0.27,5.2e-05,0.0,0.198,0.397,156.209,212613,4,Drake,2011-01-01,Under Ground Kings,['under-ground-kings']
915,0.386,0.488,6,0.422,0.00171,0.0,0.64,0.217,193.178,247933,4,Drake,2011-01-01,We'll Be Fine,['be-fine']
916,0.681,0.491,1,0.146,0.00314,0.000115,0.151,0.353,131.886,219907,4,Drake,2011-01-01,Make Me Proud,['make-me-proud']
917,0.417,0.887,5,0.367,0.0786,0.0,0.834,0.303,167.579,307640,4,Drake,2011-01-01,Lord Knows,['lord-knows']
918,0.441,0.403,2,0.147,0.255,1.27e-05,0.13,0.158,139.92,434947,4,Drake,2011-01-01,Cameras / Good Ones Go Interlude - Medley,['cameras-good-ones-go-interlude-medley']
919,0.398,0.162,6,0.0441,0.857,0.000103,0.102,0.124,69.608,265133,3,Drake,2011-01-01,Doing It Wrong,['doing-it-wrong']
920,0.567,0.309,8,0.385,0.166,0.0,0.12,0.509,65.041,321080,4,Drake,2011-01-01,The Real Her,['the-real-her']
921,0.495,0.351,3,0.34,0.485,0.0,0.0967,0.271,134.369,301960,4,Drake,2011-01-01,Look What You've Done,['look-what-done']
922,0.444,0.627,7,0.252,0.123,0.0,0.0795,0.359,98.21,206627,3,Drake,2011-01-01,HYFR (Hell Ya Fucking Right),['ya-fucking']
923,0.446,0.239,1,0.0876,0.574,7.76e-05,0.12,0.31,104.675,237733,4,Drake,2011-01-01,Practice,['practice']
924,0.556,0.702,0,0.205,0.517,0.0,0.342,0.793,155.948,351013,4,Drake,2011-01-01,The Ride,['the-ride']
925,0.489,0.57,1,0.306,0.759,2.1e-06,0.179,0.584,185.516,272573,4,Drake,2011-01-01,Over My Dead Body,['over-my-dead-body']
926,0.566,0.465,2,0.235,0.0555,0.0,0.567,0.177,143.015,224720,4,Drake,2011-01-01,Shot For Me,['shot-for-me']
927,0.635,0.605,6,0.146,0.35,0.0,0.176,0.383,151.842,206307,4,Drake,2011-01-01,Headlines,['headlines']
928,0.409,0.559,0,0.308,0.267,0.0,0.135,0.287,160.517,208867,4,Drake,2011-01-01,Crew Love,['crew-love']
929,0.491,0.519,0,0.369,0.0246,2.84e-05,0.0901,0.277,121.98,277253,4,Drake,2011-01-01,Take Care,['take-care']
930,0.476,0.417,9,0.154,0.52,4.09e-06,0.486,0.435,103.841,495293,4,Drake,2011-01-01,Marvins Room / Buried Alive Interlude,['room-buried-alive-interlude']
931,0.49,0.714,8,0.253,6.49e-05,0.0,0.191,0.415,156.2,212467,4,Drake,2011-01-01,Under Ground Kings,['under-ground-kings']
932,0.382,0.494,6,0.447,0.00184,0.0,0.633,0.237,199.888,248067,4,Drake,2011-01-01,We'll Be Fine,['be-fine']
933,0.674,0.543,1,0.182,0.00163,2.77e-06,0.139,0.432,131.93,216440,4,Drake,2011-01-01,Make Me Proud - Album Version (Explicit) NEW,['make-me-proud-album-version-new']
934,0.353,0.874,5,0.349,0.033,0.0,0.846,0.294,167.27,307733,4,Drake,2011-01-01,Lord Knows,['lord-knows']
935,0.437,0.4,2,0.137,0.241,1.55e-05,0.136,0.152,140.002,434867,4,Drake,2011-01-01,Cameras / Good Ones Go Interlude - Medley,['cameras-good-ones-go-interlude-medley']
936,0.396,0.163,6,0.0412,0.86,4.37e-05,0.102,0.124,100.171,265120,4,Drake,2011-01-01,Doing It Wrong,['doing-it-wrong']
937,0.679,0.314,8,0.335,0.153,0.0,0.287,0.517,130.123,321093,4,Drake,2011-01-01,The Real Her,['the-real-her']
938,0.495,0.35,3,0.328,0.501,0.0,0.0968,0.269,135.48,301960,4,Drake,2011-01-01,Look What You've Done,['look-what-done']
939,0.561,0.619,7,0.237,0.128,0.0,0.0679,0.365,139.645,206640,4,Drake,2011-01-01,HYFR (Hell Ya Fucking Right),['ya-fucking']
940,0.451,0.233,1,0.109,0.567,7.85e-05,0.119,0.302,136.68,237853,5,Drake,2011-01-01,Practice,['practice']
941,0.554,0.705,0,0.213,0.515,0.0,0.345,0.753,156.096,351080,4,Drake,2011-01-01,The Ride,['the-ride']
942,0.513,0.56,1,0.292,0.766,2.76e-06,0.165,0.554,186.09,272573,4,Drake,2011-01-01,Over My Dead Body,['over-my-dead-body']
943,0.543,0.471,7,0.205,0.0481,0.0,0.581,0.158,142.967,224720,4,Drake,2011-01-01,Shot For Me,['shot-for-me']
944,0.636,0.548,6,0.089,0.37,0.000525,0.0918,0.422,152.05,236000,4,Drake,2011-01-01,Headlines,['headlines']
945,0.414,0.536,0,0.264,0.247,0.0,0.257,0.311,160.241,208800,4,Drake,2011-01-01,Crew Love,['crew-love']
946,0.491,0.518,0,0.346,0.028,2.1e-05,0.0893,0.292,118.11,277373,4,Drake,2011-01-01,Take Care,['take-care']
947,0.574,0.245,9,0.0688,0.614,0.00305,0.0715,0.342,111.258,347240,5,Drake,2011-01-01,Marvins Room,['room']
948,0.725,0.562,0,0.0904,0.449,0.0,0.48,0.765,101.99,150960,4,Drake,2011-01-01,Buried Alive Interlude,['buried-alive-interlude']
949,0.525,0.7,8,0.256,6.25e-05,0.0,0.187,0.489,155.962,212600,4,Drake,2011-01-01,Under Ground Kings,['under-ground-kings']
950,0.452,0.461,6,0.393,0.00122,0.0,0.627,0.216,144.936,247960,4,Drake,2011-01-01,We'll Be Fine,['be-fine']
951,0.697,0.499,1,0.0962,0.00136,0.00754,0.162,0.383,131.961,219893,4,Drake,2011-01-01,Make Me Proud,['make-me-proud']
952,0.435,0.896,5,0.332,0.0692,0.0,0.831,0.267,83.542,307640,4,Drake,2011-01-01,Lord Knows,['lord-knows']
953,0.431,0.412,2,0.191,0.245,2.07e-05,0.131,0.149,139.933,434960,4,Drake,2011-01-01,Cameras / Good Ones Go Interlude,['cameras-good-ones-go-interlude']
954,0.397,0.165,6,0.0489,0.847,5.04e-05,0.107,0.103,100.85,265133,4,Drake,2011-01-01,Doing It Wrong,['doing-it-wrong']
955,0.678,0.314,8,0.353,0.146,0.0,0.131,0.517,129.988,321093,4,Drake,2011-01-01,The Real Her,['the-real-her']
956,0.551,0.357,3,0.315,0.511,0.0,0.0922,0.269,135.522,301933,4,Drake,2011-01-01,Look What You've Done,['look-what-done']
957,0.603,0.624,7,0.175,0.116,0.0,0.121,0.387,140.028,206600,4,Drake,2011-01-01,HYFR (Hell Ya F***ing Right),['ya']
958,0.453,0.227,1,0.099,0.529,0.000122,0.121,0.351,104.79,237760,4,Drake,2011-01-01,Practice,['practice']
959,0.554,0.696,0,0.156,0.656,4.83e-06,0.325,0.759,156.024,351027,4,Drake,2011-01-01,The Ride,['the-ride']
960,0.513,0.56,1,0.292,0.766,2.76e-06,0.165,0.554,186.09,272573,4,Drake,2011-01-01,Over My Dead Body,['over-my-dead-body']
961,0.543,0.471,7,0.205,0.0481,0.0,0.581,0.158,142.967,224720,4,Drake,2011-01-01,Shot For Me,['shot-for-me']
962,0.636,0.548,6,0.089,0.37,0.000525,0.0918,0.422,152.05,236000,4,Drake,2011-01-01,Headlines,['headlines']
963,0.414,0.536,0,0.264,0.247,0.0,0.257,0.311,160.241,208800,4,Drake,2011-01-01,Crew Love,['crew-love']
964,0.491,0.518,0,0.346,0.028,2.1e-05,0.0893,0.292,118.11,277373,4,Drake,2011-01-01,Take Care,['take-care']
965,0.574,0.245,9,0.0688,0.614,0.00305,0.0715,0.342,111.258,347240,5,Drake,2011-01-01,Marvins Room,['room']
966,0.725,0.562,0,0.0904,0.449,0.0,0.48,0.765,101.99,150960,4,Drake,2011-01-01,Buried Alive Interlude,['buried-alive-interlude']
967,0.525,0.7,8,0.256,6.25e-05,0.0,0.187,0.489,155.962,212600,4,Drake,2011-01-01,Under Ground Kings,['under-ground-kings']
968,0.452,0.461,6,0.393,0.00122,0.0,0.627,0.216,145.015,247947,4,Drake,2011-01-01,We'll Be Fine,['be-fine']
969,0.697,0.487,1,0.103,0.0017,0.00615,0.154,0.366,131.925,219907,4,Drake,2011-01-01,Make Me Proud,['make-me-proud']
970,0.435,0.896,5,0.332,0.0692,0.0,0.831,0.267,83.542,307640,4,Drake,2011-01-01,Lord Knows,['lord-knows']
971,0.431,0.412,2,0.191,0.245,2.07e-05,0.131,0.149,139.933,434947,4,Drake,2011-01-01,Cameras / Good Ones Go Interlude,['cameras-good-ones-go-interlude']
972,0.395,0.159,6,0.0431,0.862,7.93e-05,0.102,0.113,70.269,265147,3,Drake,2011-01-01,Doing It Wrong,['doing-it-wrong']
973,0.678,0.314,8,0.353,0.146,0.0,0.131,0.517,129.988,321093,4,Drake,2011-01-01,The Real Her,['the-real-her']
974,0.551,0.357,3,0.315,0.511,0.0,0.0922,0.269,135.522,301933,4,Drake,2011-01-01,Look What You've Done,['look-what-done']
975,0.603,0.624,7,0.175,0.116,0.0,0.121,0.387,140.028,206587,4,Drake,2011-01-01,HYFR (Hell Ya F***ing Right),['ya']
976,0.463,0.229,1,0.0857,0.534,0.000141,0.121,0.33,131.773,237773,5,Drake,2011-01-01,Practice,['practice']
977,0.554,0.696,0,0.156,0.656,4.83e-06,0.325,0.759,156.024,351027,4,Drake,2011-01-01,The Ride,['the-ride']
978,0.489,0.57,1,0.306,0.759,2.1e-06,0.179,0.584,185.516,272573,4,Drake,2011,Over My Dead Body,['over-my-dead-body']
979,0.566,0.465,2,0.235,0.0555,0.0,0.567,0.177,143.015,224720,4,Drake,2011,Shot For Me,['shot-for-me']
980,0.636,0.566,6,0.106,0.365,0.000353,0.0917,0.425,151.894,235987,4,Drake,2011,Headlines,['headlines']
981,0.418,0.546,0,0.238,0.227,0.0,0.229,0.294,160.152,208813,4,Drake,2011,Crew Love,['crew-love']
982,0.629,0.515,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387,4,Drake,2011,Take Care,['take-care']
983,0.492,0.26,9,0.0921,0.646,0.00178,0.0705,0.312,111.519,347227,5,Drake,2011,Marvins Room,['room']
984,0.711,0.543,0,0.112,0.412,0.0,0.505,0.801,102.01,150960,4,Drake,2011,Buried Alive Interlude,['buried-alive-interlude']
985,0.487,0.712,8,0.27,5.2e-05,0.0,0.198,0.397,156.209,212613,4,Drake,2011,Under Ground Kings,['under-ground-kings']
986,0.386,0.488,1,0.422,0.00171,0.0,0.64,0.217,193.397,247947,4,Drake,2011,We'll Be Fine,['be-fine']
987,0.684,0.486,1,0.132,0.00268,0.000148,0.157,0.355,131.913,219893,4,Drake,2011,Make Me Proud,['make-me-proud']
988,0.417,0.887,5,0.367,0.0786,0.0,0.834,0.303,167.579,307640,4,Drake,2011,Lord Knows,['lord-knows']
989,0.441,0.403,2,0.147,0.255,1.27e-05,0.13,0.158,139.92,434960,4,Drake,2011,Cameras / Good Ones Go Interlude - Medley,['cameras-good-ones-go-interlude-medley']
990,0.397,0.172,6,0.0445,0.841,6.78e-05,0.108,0.123,101.275,265120,4,Drake,2011,Doing It Wrong,['doing-it-wrong']
991,0.567,0.309,8,0.385,0.166,0.0,0.12,0.509,65.041,321080,4,Drake,2011,The Real Her,['the-real-her']
992,0.495,0.351,3,0.34,0.485,0.0,0.0967,0.271,134.369,301960,4,Drake,2011,Look What You've Done,['look-what-done']
993,0.444,0.627,7,0.252,0.123,0.0,0.0795,0.359,98.21,206627,3,Drake,2011,HYFR (Hell Ya Fucking Right),['ya-fucking']
994,0.446,0.239,1,0.0876,0.574,7.76e-05,0.12,0.31,104.675,237733,4,Drake,2011,Practice,['practice']
995,0.556,0.702,0,0.205,0.517,0.0,0.343,0.793,155.948,351000,4,Drake,2011,The Ride,['the-ride']
996,0.766,0.442,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,181573,4,Drake,2011,The Motto,['the-motto']
997,0.514,0.542,1,0.29,0.764,3.05e-06,0.156,0.566,186.073,272573,4,Drake,2011,Over My Dead Body,['over-my-dead-body']
998,0.559,0.469,7,0.216,0.0538,0.0,0.577,0.195,143.024,224720,4,Drake,2011,Shot For Me,['shot-for-me']
999,0.645,0.534,6,0.106,0.377,0.000522,0.0918,0.395,152.028,236000,4,Drake,2011,Headlines,['headlines']
1000,0.403,0.543,0,0.363,0.28,0.0,0.214,0.335,161.295,208800,4,Drake,2011,Crew Love,['crew-love']
1001,0.487,0.527,0,0.319,0.0351,1.43e-05,0.092,0.33,118.652,277373,4,Drake,2011,Take Care,['take-care']
1002,0.477,0.25,9,0.088,0.626,0.00212,0.0716,0.346,107.547,347240,5,Drake,2011,Marvins Room,['room']
1003,0.715,0.529,0,0.134,0.43,0.0,0.499,0.763,102.003,150960,4,Drake,2011,Buried Alive Interlude,['buried-alive-interlude']
1004,0.506,0.706,8,0.261,0.000113,0.0,0.208,0.433,156.272,212600,4,Drake,2011,Under Ground Kings,['under-ground-kings']
1005,0.579,0.483,1,0.334,0.00147,0.0,0.609,0.251,96.327,247960,5,Drake,2011,We'll Be Fine,['be-fine']
1006,0.684,0.513,1,0.0891,0.0019,0.00345,0.152,0.359,131.961,219893,4,Drake,2011,Make Me Proud,['make-me-proud']
1007,0.412,0.891,5,0.367,0.0659,0.0,0.829,0.322,82.84,307640,4,Drake,2011,Lord Knows,['lord-knows']
1008,0.432,0.426,2,0.196,0.234,3.12e-05,0.126,0.144,139.865,434960,4,Drake,2011,Cameras / Good Ones Go Interlude,['cameras-good-ones-go-interlude']
1009,0.388,0.163,6,0.044,0.851,8.66e-05,0.103,0.127,100.646,265133,4,Drake,2011,Doing It Wrong,['doing-it-wrong']
1010,0.622,0.305,8,0.365,0.187,0.0,0.129,0.569,62.576,321093,4,Drake,2011,The Real Her,['the-real-her']
1011,0.498,0.365,3,0.367,0.471,0.0,0.0929,0.302,135.097,301933,4,Drake,2011,Look What You've Done,['look-what-done']
1012,0.601,0.634,7,0.172,0.119,0.0,0.184,0.376,139.906,206600,4,Drake,2011,HYFR (Hell Ya F***ing Right),['ya']
1013,0.453,0.23,1,0.13,0.523,0.000111,0.121,0.358,137.478,237760,5,Drake,2011,Practice,['practice']
1014,0.558,0.702,0,0.185,0.639,1.05e-05,0.301,0.791,156.16,351013,4,Drake,2011,The Ride,['the-ride']
1015,0.765,0.449,1,0.325,0.00014,0.000163,0.105,0.375,201.819,181587,4,Drake,2011,The Motto,['the-motto']
1016,0.52,0.756,0,0.356,0.434,0.0,0.162,0.533,89.453,313267,4,Drake,2010-01-01,Fireworks,['fireworks']
1017,0.756,0.658,0,0.11,0.00901,0.0189,0.0805,0.954,151.026,227973,4,Drake,2010-01-01,Karaoke,['karaoke']
1018,0.439,0.737,0,0.188,0.83,0.0,0.116,0.631,81.475,225360,4,Drake,2010-01-01,The Resistance,['the-resistance']
1019,0.39,0.847,4,0.202,0.0107,0.0,0.124,0.448,99.768,233560,5,Drake,2010-01-01,Over,['over']
1020,0.665,0.734,6,0.117,0.0385,0.0,0.116,0.706,128.31,210360,4,Drake,2010-01-01,Show Me A Good Time,['show-me-a-good-time']
1021,0.592,0.809,7,0.282,0.00778,1.62e-05,0.336,0.272,156.344,234333,4,Drake,2010-01-01,Up All Night,['up-all-night']
1022,0.517,0.884,2,0.458,0.331,2e-06,0.356,0.282,87.275,319387,4,Drake,2010-01-01,Fancy,['fancy']
1023,0.541,0.435,9,0.0844,0.412,0.0,0.0978,0.393,119.819,419307,4,Drake,2010-01-01,Shut It Down,['shut-it-down']
1024,0.562,0.872,4,0.119,0.0951,0.0,0.107,0.072,156.109,213813,4,Drake,2010-01-01,Unforgettable,['unforgettable']
1025,0.484,0.907,8,0.415,0.0946,0.0,0.151,0.206,86.152,274147,4,Drake,2010-01-01,Light Up,['light-up']
1026,0.429,0.864,2,0.603,0.081,0.0,0.331,0.333,100.814,305520,5,Drake,2010-01-01,Miss Me,['miss-me']
1027,0.436,0.603,9,0.0331,0.0538,5.83e-06,0.115,0.227,94.992,154120,4,Drake,2010-01-01,Cece's Interlude,['interlude']
1028,0.625,0.613,6,0.173,0.0209,0.0,0.0286,0.737,96.034,208947,4,Drake,2010-01-01,Find Your Love,['find-your-love']
1029,0.499,0.771,8,0.42,0.279,0.0,0.119,0.748,76.222,328573,4,Drake,2010-01-01,Thank Me Now,['thank-me-now']
1030,0.431,0.894,5,0.33,0.0951,0.0,0.188,0.604,162.193,258760,4,Drake,2010-01-01,Best I Ever Had,['best-i-ever-had']
1031,0.649,0.759,0,0.342,0.48,0.0,0.151,0.527,92.067,313280,4,Drake,2010-01-01,Fireworks,['fireworks']
1032,0.767,0.646,0,0.118,0.0141,0.0147,0.0812,0.952,150.962,227960,4,Drake,2010-01-01,Karaoke,['karaoke']
1033,0.459,0.737,0,0.223,0.817,0.0,0.116,0.607,161.584,225360,4,Drake,2010-01-01,The Resistance,['the-resistance']
1034,0.337,0.853,7,0.278,0.0113,0.0,0.14,0.427,101.034,233560,5,Drake,2010-01-01,Over,['over']
1035,0.662,0.714,6,0.173,0.0432,0.0,0.11,0.696,128.344,210360,4,Drake,2010-01-01,Show Me A Good Time,['show-me-a-good-time']
1036,0.602,0.81,7,0.286,0.0141,7.66e-06,0.324,0.275,156.325,234333,4,Drake,2010-01-01,Up All Night,['up-all-night']
1037,0.652,0.894,0,0.398,0.328,0.0,0.354,0.262,87.59,319387,4,Drake,2010-01-01,Fancy,['fancy']
1038,0.584,0.445,0,0.0719,0.414,0.0,0.158,0.389,119.917,419307,4,Drake,2010-01-01,Shut It Down,['shut-it-down']
1039,0.545,0.862,4,0.119,0.111,0.0,0.114,0.104,156.107,213813,4,Drake,2010-01-01,Unforgettable,['unforgettable']
1040,0.45,0.92,8,0.519,0.102,0.0,0.137,0.188,66.454,274147,3,Drake,2010-01-01,Light Up,['light-up']
1041,0.474,0.867,11,0.557,0.0844,0.0,0.334,0.374,153.939,305520,4,Drake,2010-01-01,Miss Me,['miss-me']
1042,0.316,0.628,9,0.0395,0.0498,5.33e-06,0.114,0.24,124.593,154120,5,Drake,2010-01-01,Cece's Interlude,['interlude']
1043,0.623,0.598,6,0.167,0.0246,0.0,0.0324,0.822,96.081,208947,4,Drake,2010-01-01,Find Your Love,['find-your-love']
1044,0.492,0.769,8,0.423,0.277,0.0,0.126,0.762,76.51,328573,4,Drake,2010-01-01,Thank Me Now,['thank-me-now']
1045,0.619,0.752,0,0.348,0.36,0.0,0.163,0.53,92.152,313280,4,Drake,2010-01-01,Fireworks,['fireworks']
1046,0.758,0.666,0,0.114,0.0109,0.00908,0.0805,0.93,150.996,227960,4,Drake,2010-01-01,Karaoke,['karaoke']
1047,0.456,0.738,0,0.179,0.858,2.65e-06,0.111,0.667,161.433,225360,4,Drake,2010-01-01,The Resistance,['the-resistance']
1048,0.368,0.848,7,0.27,0.0107,0.0,0.131,0.42,99.106,233560,5,Drake,2010-01-01,Over,['over']
1049,0.654,0.741,6,0.147,0.0374,0.0,0.106,0.694,128.383,210360,4,Drake,2010-01-01,Show Me A Good Time,['show-me-a-good-time']
1050,0.619,0.79,7,0.274,0.00921,7.71e-05,0.297,0.271,156.13,234333,4,Drake,2010-01-01,Up All Night,['up-all-night']
1051,0.636,0.872,0,0.451,0.376,0.0,0.378,0.264,87.706,319387,4,Drake,2010-01-01,Fancy,['fancy']
1052,0.584,0.445,9,0.0723,0.446,0.0,0.126,0.372,119.869,417360,4,Drake,2010-01-01,Shut It Down,['shut-it-down']
1053,0.548,0.86,4,0.103,0.18,0.0,0.107,0.0795,156.193,213813,4,Drake,2010-01-01,Unforgettable,['unforgettable']
1054,0.459,0.913,8,0.482,0.0844,0.0,0.142,0.225,77.589,274147,3,Drake,2010-01-01,Light Up,['light-up']
1055,0.405,0.867,2,0.611,0.071,0.0,0.324,0.329,153.717,305520,4,Drake,2010-01-01,Miss Me,['miss-me']
1056,0.356,0.593,9,0.034,0.0566,1.1e-05,0.111,0.223,93.157,154120,4,Drake,2010-01-01,Cece's Interlude,['interlude']
1057,0.622,0.621,6,0.19,0.025,0.0,0.0313,0.774,96.033,208947,4,Drake,2010-01-01,Find Your Love,['find-your-love']
1058,0.583,0.751,8,0.401,0.226,0.0,0.0927,0.775,78.335,328573,4,Drake,2010-01-01,Thank Me Now,['thank-me-now']
1059,0.555,0.735,0,0.337,0.348,0.0,0.16,0.523,89.025,313279,4,Drake,2010-01-01,Fireworks,['fireworks']
1060,0.758,0.654,0,0.116,0.00879,0.0258,0.0798,0.949,151.034,227959,4,Drake,2010-01-01,Karaoke,['karaoke']
1061,0.457,0.728,0,0.177,0.85,1.05e-06,0.111,0.66,161.814,225359,4,Drake,2010-01-01,The Resistance,['the-resistance']
1062,0.4,0.844,7,0.206,0.0102,0.0,0.124,0.421,101.4,233559,5,Drake,2010-01-01,Over,['over']
1063,0.664,0.737,6,0.132,0.0356,0.0,0.107,0.705,128.34,210359,4,Drake,2010-01-01,Show Me A Good Time,['show-me-a-good-time']
1064,0.602,0.794,7,0.276,0.00656,9.84e-05,0.335,0.301,156.324,234333,4,Drake,2010-01-01,Up All Night,['up-all-night']
1065,0.642,0.892,0,0.382,0.321,0.0,0.353,0.24,87.576,319386,4,Drake,2010-01-01,Fancy,['fancy']
1066,0.578,0.437,9,0.0684,0.413,0.0,0.0966,0.39,119.741,417359,4,Drake,2010-01-01,Shut It Down,['shut-it-down']
1067,0.547,0.867,0,0.107,0.164,0.0,0.102,0.079,156.161,213813,4,Drake,2010-01-01,Unforgettable,['unforgettable']
1068,0.45,0.915,8,0.506,0.102,0.0,0.136,0.208,66.85,274146,3,Drake,2010-01-01,Light Up,['light-up']
1069,0.465,0.87,2,0.556,0.0775,0.0,0.333,0.324,153.686,305519,4,Drake,2010-01-01,Miss Me,['miss-me']
1070,0.473,0.605,9,0.032,0.0545,6.07e-06,0.112,0.232,94.984,154119,4,Drake,2010-01-01,Cece's Interlude,['interlude']
1071,0.627,0.614,6,0.17,0.0211,0.0,0.0286,0.758,96.038,208946,4,Drake,2010-01-01,Find Your Love,['find-your-love']
1072,0.565,0.766,8,0.4,0.233,0.0,0.118,0.757,78.35,328573,4,Drake,2010-01-01,Thank Me Now,['thank-me-now']
1073,0.922,0.581,10,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4,Drake,2018-02-09,Look Alive (feat. Drake),['look-alive']
1074,0.929,0.575,10,0.243,0.000983,0.000275,0.115,0.585,140.01,181263,4,Drake,2018-02-08,Look Alive (feat. Drake),['look-alive']
1075,0.654,0.839,9,0.443,0.00531,0.0,0.308,0.549,74.886,255867,4,Drake,2018-01-20,Diplomatic Immunity,['diplomatic-immunity']
1076,0.614,0.836,9,0.463,0.00492,0.0,0.312,0.521,73.067,255867,4,Drake,2018-01-20,Diplomatic Immunity,['diplomatic-immunity']
1077,0.79,0.734,0,0.0524,0.0853,0.00409,0.112,0.223,107.369,234373,4,Drake,2017-06-23,Signs,['signs']
1078,0.873,0.561,1,0.272,0.0766,2.93e-06,0.416,0.417,139.064,272453,4,Drake,2017-03-10,No Frauds,['no-frauds']
1079,0.864,0.545,1,0.265,0.0816,2.63e-05,0.547,0.43,139.023,272453,4,Drake,2017-03-10,No Frauds,['no-frauds']
1080,0.46,0.832,8,0.232,0.329,0.0,0.127,0.358,86.35,238960,4,Drake,2016-10-28,"Two Birds, One Stone",['two-one-stone']
1081,0.804,0.56,8,0.185,0.00479,0.0,0.164,0.272,85.023,251333,4,Drake,2016-10-24,Sneakin’,['']
1082,0.795,0.482,11,0.22,0.234,3.99e-06,0.104,0.0602,132.985,209453,4,Drake,2016-04-04,Pop Style,['pop-style']
1083,0.785,0.489,4,0.308,0.242,1.78e-05,0.104,0.0603,133.15,209453,4,Drake,2016-04-04,Pop Style,['pop-style']
1084,0.61,0.554,0,0.137,0.0379,3.84e-05,0.166,0.244,159.85,221787,4,Post Malone,2018-04-27,Paranoid,['paranoid']
1085,0.669,0.675,1,0.0337,0.337,1.5e-05,0.109,0.262,160.911,194560,4,Post Malone,2018-04-27,Spoil My Night (feat. Swae Lee),['spoil-my-night']
1086,0.601,0.59,2,0.0569,0.186,0.0,0.0942,0.274,151.952,206453,4,Post Malone,2018-04-27,Rich & Sad,['rich-sad']
1087,0.742,0.84,5,0.0471,0.143,0.0,0.133,0.287,138.032,204360,4,Post Malone,2018-04-27,Zack And Codeine,['zack-and-codeine']
